,USD_real,USD_pred
6309,1.0908,1.0726525671796987
6310,1.0887,1.0730132791802756
6311,1.0805,1.073117646296234
6312,1.084,1.073277467652739
6313,1.0808,1.0732276053782859
6314,1.0808,1.073235149407117
6315,1.0803,1.0732234305370172
6316,1.0886,1.0732103360309684
6317,1.0868,1.0731906726186777
6318,1.0844,1.073171098574687
6319,1.0801,1.0731558908877694
6320,1.0731,1.0731425079739818
6321,1.0745,1.0731300830505384
6322,1.071,1.073118156247887
