,USD_real,USD_pred
1257,1.1197,1.0721555481673293
1258,1.1125,1.0672643703515903
1259,1.0932,1.0669859646172628
1260,1.1019,1.0733063159457799
1261,1.09,1.0727206188262641
1262,1.084,1.0707861385517754
1263,1.0868,1.0731991451094907
1264,1.071,1.074414059514112
